timestamp_us;participant;state;active_label_id;active_label_name;stream_index;ch0;ch1;ch2;ch3;ch4;ch5;ch6;ch7
10517578;Sofiia;PAUSED;0;rest;0;-2;-4;-1;-3;0;0;-2;-1
10526367;Sofiia;PAUSED;0;rest;1;-5;-3;-3;-1;-2;-2;-1;-3
10526367;Sofiia;PAUSED;0;rest;1;-2;3;0;-1;-1;0;-1;-1
10541015;Sofiia;PAUSED;0;rest;2;0;0;-1;0;-1;-2;0;0
10541015;Sofiia;PAUSED;0;rest;2;2;3;1;-1;-1;0;-2;-3
10546875;Sofiia;PAUSED;0;rest;3;2;-4;1;-1;0;1;-1;-1
10546875;Sofiia;PAUSED;0;rest;3;0;-3;-2;0;-1;0;0;0
10556640;Sofiia;PAUSED;0;rest;0;-2;-2;-1;-1;1;-1;-1;0
10556640;Sofiia;PAUSED;0;rest;0;-1;-2;0;-2;1;0;0;0
10571289;Sofiia;PAUSED;0;rest;1;0;-2;-2;-2;0;-2;0;0
10571289;Sofiia;PAUSED;0;rest;1;0;-4;-2;-2;-1;0;-1;-1
10577148;Sofiia;PAUSED;0;rest;2;1;1;-2;1;-3;0;-1;-1
10577148;Sofiia;PAUSED;0;rest;2;-2;0;-2;0;0;-2;0;0
10585937;Sofiia;PAUSED;0;rest;3;-1;-1;-3;-3;0;-1;-1;-2
10585937;Sofiia;PAUSED;0;rest;3;-1;-1;1;2;0;-1;-2;0
10601562;Sofiia;PAUSED;0;rest;0;1;0;-1;-1;-1;-1;1;-1
10601562;Sofiia;PAUSED;0;rest;0;-1;-13;-2;0;-2;-1;-2;-2
10616210;Sofiia;PAUSED;0;rest;1;0;-2;-1;1;0;0;-1;0
10616210;Sofiia;PAUSED;0;rest;1;0;-1;-4;-3;-2;-2;-1;-1
10622070;Sofiia;PAUSED;0;rest;2;1;-2;-2;-1;0;0;-2;0
10622070;Sofiia;PAUSED;0;rest;2;-3;3;1;0;0;-3;0;-1
10630859;Sofiia;PAUSED;0;rest;3;0;0;0;-1;1;-1;0;-2
10630859;Sofiia;PAUSED;0;rest;3;-1;-1;0;0;-1;-2;-1;-1
10646484;Sofiia;PAUSED;0;rest;0;1;1;-1;1;-1;-2;-1;-2
10646484;Sofiia;PAUSED;0;rest;0;0;-1;1;0;-1;0;1;-1
10661132;Sofiia;PAUSED;0;rest;1;-1;-2;-2;1;-1;1;1;-1
10661132;Sofiia;PAUSED;0;rest;1;0;-1;-3;-1;-1;0;1;0
10666992;Sofiia;PAUSED;0;rest;2;-3;0;-1;-1;0;-1;-1;-1
10666992;Sofiia;PAUSED;0;rest;2;-2;-10;-3;-1;-3;-1;-3;-2
10675781;Sofiia;PAUSED;0;rest;3;-1;-1;-2;-1;-1;-2;-1;0
10675781;Sofiia;PAUSED;0;rest;3;1;-1;-2;-1;-1;0;0;0
10682617;Sofiia;PAUSED;0;rest;0;-4;0;-1;0;0;0;-2;-2
10682617;Sofiia;PAUSED;0;rest;0;-1;-4;-3;-2;0;-2;-2;2
10691406;Sofiia;PAUSED;0;rest;1;8;0;-1;-1;-1;-1;0;-1
10691406;Sofiia;PAUSED;0;rest;1;-1;-2;0;1;-1;0;-1;-1
10706054;Sofiia;PAUSED;0;rest;2;-10;1;2;0;1;0;-1;-3
10706054;Sofiia;PAUSED;0;rest;2;-1;0;0;-1;1;-1;0;-3
10711914;Sofiia;PAUSED;0;rest;3;-2;-4;-3;-1;1;-3;0;-1
10711914;Sofiia;PAUSED;0;rest;3;-7;-1;-3;-2;-1;2;1;-1
10721679;Sofiia;PAUSED;0;rest;0;10;-8;-1;0;-2;-6;-3;0
10721679;Sofiia;PAUSED;0;rest;0;1;3;0;0;1;1;-1;0
10736328;Sofiia;PAUSED;0;rest;1;-4;-2;-3;-2;1;0;-1;-2
10736328;Sofiia;PAUSED;0;rest;1;-1;-3;1;-1;0;-1;-1;-2
10742187;Sofiia;PAUSED;0;rest;2;-2;-1;-1;1;-3;1;2;-2
10742187;Sofiia;PAUSED;0;rest;2;0;4;0;0;-2;0;1;-1
10750976;Sofiia;PAUSED;0;rest;3;1;-5;-2;-2;-3;-1;-2;0
10750976;Sofiia;PAUSED;0;rest;3;-1;-5;1;-1;1;-1;-1;-1
10766601;Sofiia;PAUSED;0;rest;0;0;2;1;1;-1;0;0;1
10766601;Sofiia;PAUSED;0;rest;0;-6;0;0;1;0;-1;-1;-1
10771484;Sofiia;PAUSED;0;rest;1;-3;-1;0;-1;0;0;0;0
10771484;Sofiia;PAUSED;0;rest;1;-6;-1;2;-1;0;-3;-1;-2
10781250;Sofiia;PAUSED;0;rest;2;0;-1;-3;-1;1;0;1;0
10781250;Sofiia;PAUSED;0;rest;2;3;1;-1;-2;-1;0;-1;1
10795898;Sofiia;PAUSED;0;rest;3;-1;-4;1;1;0;-2;-3;0
10795898;Sofiia;PAUSED;0;rest;3;1;-2;-2;1;0;-2;-2;-1
10802734;Sofiia;PAUSED;0;rest;0;-5;8;4;1;0;1;1;-3
10802734;Sofiia;PAUSED;0;rest;0;-9;4;4;0;-1;-1;0;-1
10811523;Sofiia;PAUSED;0;rest;1;1;4;-2;-3;-1;-3;-2;-1
10811523;Sofiia;PAUSED;0;rest;1;1;4;3;0;2;-1;0;1
10826171;Sofiia;PAUSED;0;rest;2;-6;-4;-3;-1;0;1;0;-2
10826171;Sofiia;PAUSED;0;rest;2;3;3;-1;1;0;-1;1;-3
10832031;Sofiia;PAUSED;0;rest;3;-3;-3;2;1;-1;2;-1;-1
10832031;Sofiia;PAUSED;0;rest;3;1;0;-1;-2;-2;-1;-1;0
10840820;Sofiia;PAUSED;0;rest;0;-1;-1;-1;1;-1;-1;-4;-1
10840820;Sofiia;PAUSED;0;rest;0;0;-2;-2;-2;1;-3;-1;-2
10856445;Sofiia;PAUSED;0;rest;1;-2;-4;-2;-2;-2;-2;0;-1
10856445;Sofiia;PAUSED;0;rest;1;3;-6;-3;-1;0;-1;2;0
10862304;Sofiia;PAUSED;0;rest;2;0;-3;0;-1;-2;-1;-2;-2
10862304;Sofiia;PAUSED;0;rest;2;1;-2;0;-2;-1;0;0;-1
10871093;Sofiia;PAUSED;0;rest;3;1;-2;-1;-1;1;-1;-1;-1
